,title,year,runtime,genre,average rating,total votes,region,language,primary_name,birth_year,death_year,primary_profession,category,job,characters,release date,production_budget,domestic_gross,foreign_gross,worldwide_gross,net gain,studio,original_language,popularity
953,The World's End,2013,,,6.7,2990,,,,,,,,,,8/23/2013,,26000000,20100000,46100000,"$46,100,000 ",Focus,en,12.719
954,Grudge Match,2013,,,6,711,,,,,,,,,,12/25/2013,,29800000,15100000,44900000,"$44,900,000 ",WB,en,7.918
955,Homefront,2013,,,6.5,1410,,,,,,,,,,11/27/2013,,20200000,22900000,43100000,"$43,100,000 ",ORF,en,14.422
956,Snitch,2013,,,1,1,,,,,,,,,,1/1/2011,,42900000,,42900000,"$42,900,000 ",LG/S,en,0.6
957,Snitch,2013,,,5.9,1493,,,,,,,,,,2/22/2013,,42900000,,42900000,"$42,900,000 ",LG/S,en,16.673
958,Jobs,2013,,,6.1,1622,,,,,,,,,,8/16/2013,,16100000,19800000,35900000,"$35,900,000 ",ORF,en,8.023
959,The Place Beyond the Pines,2013,,,6.9,2781,,,,,,,,,,3/27/2013,,21400000,14100000,35500000,"$35,500,000 ",Focus,en,12.96
960,Inside Llewyn Davis,2013,,,7.2,1400,,,,,,,,,,12/6/2013,,13200000,19700000,32900000,"$32,900,000 ",CBS,en,10.549
961,Mud,2013,,,7,1592,,,,,,,,,,5/10/2013,,21600000,11000000,32600000,"$32,600,000 ",RAtt.,en,12.507
962,Movie 43,2013,,,4.4,1332,,,,,,,,,,1/25/2013,,8800000,23600000,32400000,"$32,400,000 ",Rela.,en,12.813
963,Kevin Hart: Let Me Explain,2013,,,6.9,142,,,,,,,,,,7/3/2013,,32200000,74000,32274000,"$32,274,000 ",LG/S,en,8.476
964,Spring Breakers,2013,,,5,2495,,,,,,,,,,3/15/2013,,14100000,17600000,31700000,"$31,700,000 ",A24,en,10.691
965,Don Jon,2013,,,5.9,2709,,,,,,,,,,9/27/2013,,24500000,6000000,30500000,"$30,500,000 ",Rela.,en,12.78
966,I Give It a Year,2013,,,5.4,489,,,,,,,,,,2/10/2013,,34700,28200000,28234700,"$28,234,700 ",Magn.,en,7.721
967,Nebraska,2013,,,7.4,967,,,,,,,,,,11/15/2013,,17700000,10000000,27700000,"$27,700,000 ",Par.,en,9.521
968,The Incredible Burt Wonderstone,2013,,,5.4,920,,,,,,,,,,3/15/2013,,22500000,4900000,27400000,"$27,400,000 ",WB (NL),en,9.362
969,Mandela: Long Walk to Freedom,2013,,,6.9,319,,,,,,,,,,12/25/2013,,8300000,19000000,27300000,"$27,300,000 ",Wein.,en,8.262
970,Khumba,2013,,,5.6,129,,,,,,,,,,12/7/2013,,1000,27200000,27201000,"$27,201,000 ",MNE,en,9.597
971,Dark Skies,2013,,,6.1,1004,,,,,,,,,,2/22/2013,,17400000,9000000,26400000,"$26,400,000 ",W/Dim.,en,11.582
972,Enough Said,2013,,,6.7,464,,,,,,,,,,9/18/2013,,17600000,7700000,25300000,"$25,300,000 ",FoxS,en,8.722
973,Trance,2013,,,6.6,1348,,,,,,,,,,4/5/2013,,2300000,21900000,24200000,"$24,200,000 ",FoxS,en,9.571
974,Kon-Tiki,2013,,,7,353,,,,,,,,,,4/26/2013,,1500000,21300000,22800000,"$22,800,000 ",Wein.,en,8.849
975,Baggage Claim,2013,,,5.4,127,,,,,,,,,,9/27/2013,,21600000,887000,22487000,"$22,487,000 ",FoxS,en,8.666
976,Diana,2013,,,7,1,,,,,,,,,,7/7/2012,,335000,21400000,21735000,"$21,735,000 ",EOne,en,0.84
977,Diana,2013,,,5.5,294,,,,,,,,,,11/1/2013,,335000,21400000,21735000,"$21,735,000 ",EOne,en,7.3
978,The Great Beauty,2013,,,7.4,1518,,,,,,,,,,11/15/2013,,2900000,18500000,21400000,"$21,400,000 ",Jan.,it,9.937
979,22 Bullets,2013,,,6.5,508,,,,,,,,,,3/24/2010,,,21300000,21300000,"$21,300,000 ",Cdgm.,fr,8.697
980,The Sapphires,2013,,,6.7,97,,,,,,,,,,3/22/2013,,2500000,18000000,20500000,"$20,500,000 ",Wein.,en,6.16
981,Broken City,2013,,,5.9,814,,,,,,,,,,1/18/2013,,19700000,,19700000,"$19,700,000 ",Fox,en,13.646
982,The Company You Keep,2013,,,6.1,377,,,,,,,,,,4/4/2013,,5100000,14500000,19600000,"$19,600,000 ",SPC,en,8.471
983,The Bling Ring,2013,,,4.2,28,,,,,,,,,,9/26/2011,,5800000,13300000,19100000,"$19,100,000 ",A24,en,2.325
984,The Bling Ring,2013,,,5.4,2069,,,,,,,,,,6/21/2013,,5800000,13300000,19100000,"$19,100,000 ",A24,en,8.935
985,You're Next,2013,,,6.6,1258,,,,,,,,,,8/23/2013,,18500000,,18500000,"$18,500,000 ",LGF,en,11.45
986,Dead Man Down,2013,,,6,866,,,,,,,,,,3/8/2013,,10900000,7200000,18100000,"$18,100,000 ",FD,en,10.349
987,Admission,2013,,,5.5,385,,,,,,,,,,3/22/2013,,18000000,,18000000,"$18,000,000 ",Focus,en,8.065
988,Fruitvale Station,2013,,,7.4,645,,,,,,,,,,7/26/2013,,16100000,1300000,17400000,"$17,400,000 ",Wein.,en,9.587
989,Battle of the Year,2013,,,6.1,130,,,,,,,,,,9/21/2013,,8900000,7700000,16600000,"$16,600,000 ",SGem,en,5.858
990,Out of the Furnace,2013,,,6.6,1077,,,,,,,,,,12/6/2013,,11300000,4300000,15600000,"$15,600,000 ",Rela.,en,9.139
991,The Last Exorcism Part II,2013,,,4.5,297,,,,,,,,,,3/1/2013,,15200000,,15200000,"$15,200,000 ",CBS,en,7.561
992,Machete Kills,2013,,,5.5,1079,,,,,,,,,,10/11/2013,,8000000,7000000,15000000,"$15,000,000 ",ORF,en,10.36
993,Paranoia,2013,,,4.5,2,,,,,,,,,,6/7/2011,,7400000,6400000,13800000,"$13,800,000 ",Rela.,en,0.6
994,Paranoia,2013,,,5.7,518,,,,,,,,,,8/16/2013,,7400000,6400000,13800000,"$13,800,000 ",Rela.,en,7.674
995,Paranoia,2013,,,10,1,,,,,,,,,,5/24/2016,,7400000,6400000,13800000,"$13,800,000 ",Rela.,en,0.6
996,Paranoia,2013,,,4.5,2,,,,,,,,,,6/7/2011,,7400000,6400000,13800000,"$13,800,000 ",Rela.,en,0.6
997,All Is Lost,2013,,,6.6,949,,,,,,,,,,10/18/2013,,6300000,7400000,13700000,"$13,700,000 ",RAtt.,en,9.869
998,Stoker,2013,,,6.6,1282,,,,,,,,,,3/1/2013,,1700000,10400000,12100000,"$12,100,000 ",FoxS,en,10.738
999,In the House,2013,,,7.4,422,,,,,,,,,,4/19/2013,,390000,11500000,11890000,"$11,890,000 ",Cohen,fr,7.875
1000,Haute Cuisine,2013,,,6.2,139,,,,,,,,,,9/19/2013,,218000,11200000,11418000,"$11,418,000 ",Wein.,fr,6.73
1001,Before Midnight,2013,,,7.4,1039,,,,,,,,,,6/14/2013,,8100000,3100000,11200000,"$11,200,000 ",SPC,en,11.765
1002,Only God Forgives,2013,,,5.8,1396,,,,,,,,,,7/19/2013,,779000,9900000,10679000,"$10,679,000 ",RTWC,en,10.196
1003,The Past,2013,,,7.3,252,,,,,,,,,,12/19/2013,,1300000,9300000,10600000,"$10,600,000 ",SPC,fr,9.491
1004,Bullet to the Head,2013,,,5.4,681,,,,,,,,,,2/1/2013,,9500000,,9500000,"$9,500,000 ",WB,en,17.574
1005,Jerusalem,2013,,,6.7,18,,,,,,,,,,11/16/2013,,8000000,1300000,9300000,"$9,300,000 ",NGE,en,1.243
1006,The Fifth Estate,2013,,,5.9,549,,,,,,,,,,10/18/2013,,3300000,5300000,8600000,"$8,600,000 ",BV,en,6.611
1007,Upside Down,2013,,,6.2,1645,,,,,,,,,,3/14/2013,,105000,8000000,8105000,"$8,105,000 ",MNE,en,12.454
1008,Pulling Strings,2013,,,6,30,,,,,,,,,,10/5/2013,,5800000,2000000,7800000,"$7,800,000 ",LGF,es,2.783
1009,Black Nativity,2013,,,5.7,25,,,,,,,,,,11/27/2013,,7000000,436000,7436000,"$7,436,000 ",FoxS,en,1.779
1010,Blue Is the Warmest Color,2013,,,7.1,2367,,,,,,,,,,10/25/2013,,2200000,5200000,7400000,"$7,400,000 ",IFC,fr,7.223
1011,The Angels' Share,2013,,,7.1,243,,,,,,,,,,6/27/2012,,347000,6700000,7047000,"$7,047,000 ",IFC,en,6.315
1012,The Spectacular Now,2013,,,6.6,1801,,,,,,,,,,9/13/2013,,6900000,,6900000,"$6,900,000 ",A24,en,13.679
1013,The Sweeney,2013,,,5.9,142,,,,,,,,,,3/1/2013,,26700,6300000,6326700,"$6,326,700 ",EOne,en,6.4
1014,Believe,2013,,,5.9,12,,,,,,,,,,9/27/2013,,6200000,,6200000,"$6,200,000 ",ORF,en,1.327
1015,Believe,2013,,,6.5,11,,,,,,,,,,12/2/2016,,6200000,,6200000,"$6,200,000 ",ORF,en,1.536
1016,Matru Ki Bijlee Ka Mandola,2013,,,5.7,29,,,,,,,,,,1/11/2013,,,6000000,6000000,"$6,000,000 ",FIP,hi,2.036
1017,Closed Circuit,2013,,,5.9,243,,,,,,,,,,8/28/2013,,5800000,,5800000,"$5,800,000 ",Focus,en,7.663
1018,Populaire,2013,,,6.6,322,,,,,,,,,,9/6/2013,,179000,5300000,5479000,"$5,479,000 ",Wein.,fr,7.281
1019,Fists of Legend,2013,,,7,20,,,,,,,,,,4/12/2013,,134000,5300000,5434000,"$5,434,000 ",CJ,ko,3.577
1020,Chennai Express,2013,,,6.4,150,,,,,,,,,,8/8/2013,,5300000,,5300000,"$5,300,000 ",UTV,ta,7.773
1021,20 Feet from Stardom,2013,,,7.4,127,,,,,,,,,,6/14/2013,,4900000,,4900000,"$4,900,000 ",RTWC,en,7.866
1022,White Elephant,2013,,,6.6,51,,,,,,,,,,3/29/2013,,8900,4400000,4408900,"$4,408,900 ",Strand,en,0.6
1023,Frances Ha,2013,,,7.4,624,,,,,,,,,,5/17/2013,,4099999,,4099999,"$4,099,999 ",IFC,en,9.42
1024,Frances Ha,2013,,,7.4,624,,,,,,,,,,5/17/2013,,4099999,,4099999,"$4,099,999 ",IFC,en,9.42
1025,You Will Be My Son,2013,,,6.6,27,,,,,,,,,,8/16/2013,,285000,3600000,3885000,"$3,885,000 ",Cohen,fr,1.922
1026,Pieta,2013,,,7.1,144,,,,,,,,,,5/17/2013,,22100,3600000,3622100,"$3,622,100 ",Drft.,ko,6.013
1027,Mental,2013,,,6.3,45,,,,,,,,,,3/29/2013,,17700,3600000,3617700,"$3,617,700 ",Da.,en,4.397
1028,Mr. Nobody,2013,,,7.9,3279,,,,,,,,,,12/20/2011,,3600,3500000,3503600,"$3,503,600 ",Magn.,en,17.242
1029,Emperor,2013,,,6.2,135,,,,,,,,,,3/8/2013,,3300000,,3300000,"$3,300,000 ",RAtt.,en,6.357
1030,Stand Up Guys,2013,,,6,462,,,,,,,,,,2/1/2013,,3300000,,3300000,"$3,300,000 ",LGF,en,9.311
1031,Stand Up Guys,2013,,,6,462,,,,,,,,,,2/1/2013,,3300000,,3300000,"$3,300,000 ",LGF,en,9.311
1032,Capital,2013,,,5.7,71,,,,,,,,,,10/25/2013,,102000,2400000,2502000,"$2,502,000 ",Cohen,fr,5.665
1033,The East,2013,,,6.6,438,,,,,,,,,,5/31/2013,,2300000,99700,2399700,"$2,399,700 ",FoxS,en,8.044
1034,Renoir,2013,,,6.2,59,,,,,,,,,,3/29/2013,,2300000,,2300000,"$2,300,000 ",Gold.,fr,5.512
1035,The Christmas Candle,2013,,,6,15,,,,,,,,,,11/22/2013,,2300000,,2300000,"$2,300,000 ",ELS,en,1.4
1036,Krrish 3,2013,,,5.1,68,,,,,,,,,,11/1/2013,,2200000,,2200000,"$2,200,000 ",Eros,hi,5.281
1037,Austenland,2013,,,6.6,283,,,,,,,,,,8/16/2013,,2200000,,2200000,"$2,200,000 ",SPC,en,18.365
1038,The Sorcerer and the White Snake,2013,,,5.7,85,,,,,,,,,,9/28/2011,,18800,2100000,2118800,"$2,118,800 ",Magn.,zh,10.322
1039,The Snitch Cartel,2013,,,6.6,12,,,,,,,,,,10/18/2013,,,2100000,2100000,"$2,100,000 ",PI,es,3.976
1040,All the Boys Love Mandy Lane,2013,,,5.5,326,,,,,,,,,,10/11/2013,,,1900000,1900000,"$1,900,000 ",RTWC,en,10.03
1041,Fill the Void,2013,,,6.5,38,,,,,,,,,,7/7/2012,,1800000,,1800000,"$1,800,000 ",SPC,he,3.392
1042,Stories We Tell,2013,,,7.3,111,,,,,,,,,,5/17/2013,,1600000,,1600000,"$1,600,000 ",RAtt.,en,7.493
1043,Stories We Tell,2013,,,7.3,111,,,,,,,,,,5/17/2013,,1600000,,1600000,"$1,600,000 ",RAtt.,en,7.493
1044,Lovelace,2013,,,6,366,,,,,,,,,,8/9/2013,,357000,1200000,1557000,"$1,557,000 ",RTWC,en,7.242
1045,Race 2,2013,,,5.5,45,,,,,,,,,,2/5/2013,,1600000,,1600000,"$1,600,000 ",UTV,hi,5.834
1046,Disconnect,2013,,,6.7,3,,,,,,,,,,8/6/2010,,1400000,,1400000,"$1,400,000 ",LD,en,0.706
1047,Disconnect,2013,,,7.1,681,,,,,,,,,,4/12/2013,,1400000,,1400000,"$1,400,000 ",LD,en,10.319
1048,Girl Most Likely,2013,,,5.7,154,,,,,,,,,,7/19/2013,,1400000,,1400000,"$1,400,000 ",RAtt.,en,7.357
1049,The Kings of Summer,2013,,,7,668,,,,,,,,,,5/31/2013,,1300000,,1300000,"$1,300,000 ",CBS,en,8.605
1050,The Invisible Woman,2013,,,6,114,,,,,,,,,,12/25/2013,,1200000,,1200000,"$1,200,000 ",SPC,en,9.555
1051,Violeta Went to Heaven,2013,,,7.1,18,,,,,,,,,,3/29/2013,,21500,1200000,1221500,"$1,221,500 ",KL,es,0.6
1052,Still Mine,2013,,,7.2,39,,,,,,,,,,7/12/2013,,1200000,,1200000,"$1,200,000 ",Gold.,en,5.903
1053,What Maisie Knew,2013,,,7.1,236,,,,,,,,,,5/2/2013,,1100000,,1100000,"$1,100,000 ",MNE,en,6.904
1054,Thanks for Sharing,2013,,,5.8,302,,,,,,,,,,9/19/2013,,1100000,,1100000,"$1,100,000 ",RAtt.,en,6.188
1055,Ain't Them Bodies Saints,2013,,,6.2,217,,,,,,,,,,8/16/2013,,397000,635000,1032000,"$1,032,000 ",IFC,en,8.166
1056,Kill Your Darlings,2013,,,7.2,847,,,,,,,,,,10/16/2013,,1000000,,1000000,"$1,000,000 ",SPC,en,7.296
1057,Short Term 12,2013,,,7.9,702,,,,,,,,,,8/23/2013,,1000000,,1000000,"$1,000,000 ",Cdgm.,en,10.035
1058,Ginger & Rosa,2013,,,6.5,119,,,,,,,,,,2/1/2013,,1000000,,1000000,"$1,000,000 ",A24,en,7.03
1059,Lore,2013,,,6.9,141,,,,,,,,,,2/8/2013,,970000,,970000,"$970,000 ",MBox,de,6.129
1060,Generation Iron,2013,,,6.9,68,,,,,,,,,,9/20/2013,,850000,,850000,"$850,000 ",TVC,en,5.468
1061,Hannah Arendt,2013,,,7.2,138,,,,,,,,,,5/29/2013,,717000,,717000,"$717,000 ",Zeit.,de,6.477
1062,Besharam,2013,,,4.2,22,,,,,,,,,,10/2/2013,,680000,,680000,"$680,000 ",Relbig.,hi,1.211
1063,Salinger,2013,,,6.5,31,,,,,,,,,,9/6/2013,,584000,67000,651000,"$651,000 ",Wein.,en,3.814
1064,The Hunt,2013,,,8,1634,,,,,,,,,,7/12/2013,,613000,,613000,"$613,000 ",Magn.,da,13.774
1065,The Hunt,2013,,,8,1,,,,,,,,,,10/4/2014,,613000,,613000,"$613,000 ",Magn.,en,0.6
1066,Walking the Camino: Six Ways to Santiago,2013,,,4.8,3,,,,,,,,,,2/27/2013,,613000,,613000,"$613,000 ",FEF,en,0.699
1067,Museum Hours,2013,,,6.7,23,,,,,,,,,,6/28/2013,,561000,,561000,"$561,000 ",CGld,en,4.739
1068,The Reluctant Fundamentalist,2013,,,6.7,120,,,,,,,,,,3/17/2013,,553000,,553000,"$553,000 ",IFC,en,7.46
1069,Sound City,2013,,,7.4,119,,,,,,,,,,1/18/2013,,423000,,423000,"$423,000 ",Vari.,en,6.336
1070,Shadow Dancer,2013,,,6,125,,,,,,,,,,5/31/2013,,101000,319000,420000,"$420,000 ",Magn.,en,6.354
1071,A Hijacking,2013,,,6.9,145,,,,,,,,,,8/4/2012,,414000,,414000,"$414,000 ",Magn.,da,6.399
1072,Grand Masti,2013,,,4.4,15,,,,,,,,,,9/13/2013,,414000,,414000,"$414,000 ",Eros,hi,2.02
1073,The Armstrong Lie,2013,,,7,68,,,,,,,,,,10/12/2013,,383000,,383000,"$383,000 ",SPC,en,3.01
1074,Tai Chi Hero,2013,,,6.2,41,,,,,,,,,,4/30/2013,,35100,347000,382100,"$382,100 ",WGUSA,cn,7.867
1075,At Any Price,2013,,,5.2,125,,,,,,,,,,9/27/2012,,381000,,381000,"$381,000 ",SPC,en,6.492
1076,Shootout at Wadala,2013,,,6.5,14,,,,,,,,,,5/3/2013,,370000,,370000,"$370,000 ",Eros,hi,0.6
1077,Adore,2013,,,6.1,558,,,,,,,,,,9/6/2013,,319000,,319000,"$319,000 ",EXCL,en,9.313
1078,Go Goa Gone,2013,,,5.7,52,,,,,,,,,,5/10/2013,,298000,,298000,"$298,000 ",Eros,hi,3.032
1079,Blancanieves,2013,,,7.3,122,,,,,,,,,,10/11/2012,,280000,,280000,"$280,000 ",Cohen,es,5.935
1080,Blancanieves,2013,,,7.3,122,,,,,,,,,,10/11/2012,,280000,,280000,"$280,000 ",Cohen,es,5.935
1081,Himmatwala,2013,,,3.4,27,,,,,,,,,,3/29/2013,,271000,,271000,"$271,000 ",UTV,hi,0.6
1082,The Silence,2013,,,6.4,59,,,,,,,,,,3/7/2013,,100000,132000,232000,"$232,000 ",MBox,de,5.349
1083,The Silence,2013,,,7.6,148,,,,,,,,,,2/3/1964,,100000,132000,232000,"$232,000 ",MBox,sv,8.227
1084,Arthur Newman,2013,,,5.7,114,,,,,,,,,,4/26/2013,,208000,,208000,"$208,000 ",Cdgm.,en,5.795
1085,Ghanchakkar,2013,,,5.4,19,,,,,,,,,,6/28/2013,,203000,,203000,"$203,000 ",UTV,en,1.636
1086,Midnight's Children,2013,,,5.6,20,,,,,,,,,,4/25/2013,,190000,,190000,"$190,000 ",P/108,en,4.022
1087,The Patience Stone,2013,,,7,52,,,,,,,,,,8/14/2013,,149000,,149000,"$149,000 ",SPC,fr,3.805
1088,Drug War,2013,,,6.7,119,,,,,,,,,,5/16/2013,,128000,,128000,"$128,000 ",Vari.,cn,8.267
1089,Storm Surfers 3D,2013,,,6.3,6,,,,,,,,,,6/21/2013,,117000,,117000,"$117,000 ",XL,en,1.4
1090,Yossi,2013,,,7,31,,,,,,,,,,6/6/2012,,117000,,117000,"$117,000 ",Strand,he,4.29
1091,Spinning Plates,2013,,,5.6,7,,,,,,,,,,10/25/2013,,112000,,112000,"$112,000 ",TFA,en,0.6
1092,Ek Thi Daayan,2013,,,5.5,15,,,,,,,,,,4/19/2013,,112000,,112000,"$112,000 ",Eros,hi,0.896
1093,The English Teacher,2013,,,5.7,211,,,,,,,,,,5/16/2013,,105000,,105000,"$105,000 ",Cdgm.,en,10.077
1094,Man of Tai Chi,2013,,,6,432,,,,,,,,,,11/1/2013,,100000,,100000,"$100,000 ",RTWC,en,13.214
1095,Byzantium,2013,,,6.2,468,,,,,,,,,,6/28/2013,,89200,,89200,"$89,200 ",IFC,en,10.54
1096,The Rooftop,2013,,,6.1,19,,,,,,,,,,7/19/2013,,85800,,85800,"$85,800 ",WGUSA,zh,2.225
1097,We Are What We Are,2013,,,5.8,38,,,,,,,,,,2/18/2011,,81400,,81400,"$81,400 ",EOne,es,2.889
1098,We Are What We Are,2013,,,5.7,304,,,,,,,,,,9/27/2013,,81400,,81400,"$81,400 ",EOne,en,6.211
1099,Stuck in Love,2013,,,7.3,1175,,,,,,,,,,7/5/2013,,81100,,81100,"$81,100 ",MNE,en,9.038
1100,More Than Honey,2013,,,7.3,48,,,,,,,,,,6/14/2013,,79800,,79800,"$79,800 ",KL,en,2.512
1101,No One Lives,2013,,,5.7,250,,,,,,,,,,5/10/2013,,74900,,74900,"$74,900 ",Anch.,en,8.981
1102,War Witch,2013,,,6.5,57,,,,,,,,,,3/1/2013,,70500,,70500,"$70,500 ",Trib.,fr,5.885
1103,The Pervert's Guide to Ideology,2013,,,7.5,52,,,,,,,,,,11/1/2013,,68000,,68000,"$68,000 ",Zeit.,en,2.724
1104,My Lucky Star,2013,,,4.3,9,,,,,,,,,,9/20/2013,,64400,,64400,"$64,400 ",CL,zh,1.4
1105,Becoming Traviata,2013,,,5,1,,,,,,,,,,5/15/2013,,62700,,62700,"$62,700 ",Distrib.,fr,0.6
1106,Sightseers,2013,,,6.4,261,,,,,,,,,,5/10/2013,,61800,,61800,"$61,800 ",IFC,en,6.703
1107,The Canyons,2013,,,4.3,134,,,,,,,,,,7/29/2013,,56800,,56800,"$56,800 ",IFC,en,6.937
1108,A Glimpse Inside the Mind of Charles Swan III,2013,,,4.4,40,,,,,,,,,,2/8/2013,,45400,,45400,"$45,400 ",A24,en,4.98
1109,The We and the I,2013,,,5.8,32,,,,,,,,,,3/8/2013,,42200,,42200,"$42,200 ",P/108,en,2.517
1110,Killing Season,2013,,,5.5,581,,,,,,,,,,7/12/2013,,39900,,39900,"$39,900 ",MNE,en,8.404
1111,Post Tenebras Lux,2013,,,6.4,54,,,,,,,,,,5/1/2013,,39200,,39200,"$39,200 ",Strand,es,5.108
1112,Ip Man: The Final Fight,2013,,,6.3,190,,,,,,,,,,9/20/2013,,37900,,37900,"$37,900 ",WGUSA,cn,1.498
1113,Bastards,2013,,,5.9,49,,,,,,,,,,10/6/2013,,24500,,24500,"$24,500 ",IFC,fr,5.421
1114,Our Children,2013,,,6.8,33,,,,,,,,,,8/2/2013,,23200,,23200,"$23,200 ",Distrib.,fr,1.972
1115,V/H/S/2,2013,,,6.1,448,,,,,,,,,,6/6/2013,,21800,,21800,"$21,800 ",Magn.,en,8.812
1116,The Look of Love,2013,,,5.5,57,,,,,,,,,,7/7/2013,,21300,,21300,"$21,300 ",IFC,en,5.69
1117,Terraferma,2013,,,6.6,43,,,,,,,,,,9/6/2013,,20000,,20000,"$20,000 ",Cohen,it,2.923
1118,Casting By,2013,,,7.5,19,,,,,,,,,,10/12/2012,,18200,,18200,"$18,200 ",SD,en,3.492
1119,Violet & Daisy,2013,,,6.1,136,,,,,,,,,,6/7/2013,,17200,,17200,"$17,200 ",Cdgm.,en,6.386
1120,Jayne Mansfield's Car,2013,,,5.9,29,,,,,,,,,,9/13/2013,,14800,,14800,"$14,800 ",Anch.,en,4.161
1121,Jayne Mansfield's Car,2013,,,5.9,29,,,,,,,,,,9/13/2013,,14800,,14800,"$14,800 ",Anch.,en,4.161
1122,Red Obsession,2013,,,6.1,10,,,,,,,,,,9/6/2013,,13200,,13200,"$13,200 ",A23,en,3.085
1123,The Selfish Giant,2013,,,7.4,115,,,,,,,,,,12/20/2013,,12200,,12200,"$12,200 ",IFC,en,7.048
1124,Charlie Countryman,2013,,,6.6,374,,,,,,,,,,11/15/2013,,11700,,11700,"$11,700 ",MNE,en,6.781
1125,Just Like a Woman,2013,,,5.4,22,,,,,,,,,,7/4/2013,,11400,,11400,"$11,400 ",Cohen,en,2.078
1126,Welcome to the Punch,2013,,,5.8,370,,,,,,,,,,3/27/2013,,9700,,9700,"$9,700 ",IFC,en,8.315
1127,Clandestine Childhood,2013,,,7,21,,,,,,,,,,12/20/2011,,9000,,9000,"$9,000 ",IFC,es,1.105
1128,Paradise: Hope,2013,,,6.5,47,,,,,,,,,,12/17/2013,,6700,,6700,"$6,700 ",Strand,de,5.233
1129,Paradise: Faith,2013,,,7,44,,,,,,,,,,7/5/2013,,6500,,6500,"$6,500 ",Strand,de,4.427
1130,The Guillotines,2013,,,5.7,27,,,,,,,,,,6/14/2013,,5300,,5300,"$5,300 ",WGUSA,cn,4.429
1131,The Stroller Strategy,2013,,,5.6,64,,,,,,,,,,11/11/2012,,3500,,3500,"$3,500 ",Rialto,fr,4.462
1132,Caught in the Web,2013,,,7.1,9,,,,,,,,,,11/27/2013,,1100,,1100,"$1,100 ",Vita.,zh,1.626
1133,I Spit on Your Grave 2,2013,,,6.1,500,,,,,,,,,,9/20/2013,,800,,800,$800 ,Anch.,en,11.52
1134,Into the White,2013,,,6.9,154,,,,,,,,,,4/12/2013,,700,,700,$700 ,Magn.,en,7.072
1135,Storage 24,2013,,,4.4,66,,,,,,,,,,1/11/2013,,100,,100,$100 ,Magn.,en,6.441
1136,Transformers: Age of Extinction,2014,,,5.8,4805,,,,,,,,,,6/27/2014,,245400000,858600000,1104000000,"$1,104,000,000 ",Par.,en,20.961
1137,The Hobbit: The Battle of the Five Armies,2014,,,7.3,8392,,,,,,,,,,12/17/2014,,255100000,700900000,956000000,"$956,000,000 ",WB (NL),en,53.783
1138,Guardians of the Galaxy,2014,,,7.9,17958,,,,,,,,,,8/1/2014,,333200000,440200000,773400000,"$773,400,000 ",BV,en,49.606
1139,Maleficent,2014,,,7,8143,,,,,,,,,,5/30/2014,,241400000,517100000,758500000,"$758,500,000 ",BV,en,19.274
1140,The Hunger Games: Mockingjay - Part 1,2014,,,6.8,10087,,,,,,,,,,11/21/2014,,337100000,418200000,755300000,"$755,300,000 ",LGF,en,33.837
1141,X-Men: Days of Future Past,2014,,,7.5,10062,,,,,,,,,,5/23/2014,,233900000,513900000,747800000,"$747,800,000 ",Fox,en,41.867
1142,Captain America: The Winter Soldier,2014,,,7.7,11034,,,,,,,,,,4/4/2014,,259800000,454500000,714300000,"$714,300,000 ",BV,en,18.073
1143,Dawn of the Planet of the Apes,2014,,,7.3,7080,,,,,,,,,,7/11/2014,,208500000,502100000,710600000,"$710,600,000 ",Fox,en,27.641
1144,The Amazing Spider-Man 2,2014,,,6.4,7220,,,,,,,,,,5/2/2014,,202900000,506100000,709000000,"$709,000,000 ",Sony,en,20.847
1145,Interstellar,2014,,,8.2,18597,,,,,,,,,,11/5/2014,,188000000,489400000,677400000,"$677,400,000 ",Par.,en,28.44
1146,Big Hero 6,2014,,,7.8,10176,,,,,,,,,,11/7/2014,,222500000,435300000,657800000,"$657,800,000 ",BV,en,36.92
1147,Big Hero 6,2014,,,7.8,10176,,,,,,,,,,11/7/2014,,222500000,435300000,657800000,"$657,800,000 ",BV,en,36.92
1148,How to Train Your Dragon 2,2014,,,7.7,5589,,,,,,,,,,6/13/2014,,177000000,444500000,621500000,"$621,500,000 ",Fox,en,27.106
1149,American Sniper,2014,,,7.4,7658,,,,,,,,,,12/25/2014,,350100000,197300000,547400000,"$547,400,000 ",WB,en,18.473
1150,American Sniper,2014,,,7.4,7658,,,,,,,,,,12/25/2014,,350100000,197300000,547400000,"$547,400,000 ",WB,en,18.473
1151,Rio 2,2014,,,6.3,1803,,,,,,,,,,4/11/2014,,131500000,368600000,500100000,"$500,100,000 ",Fox,en,18.11
1152,Lucy,2014,,,6.3,10019,,,,,,,,,,7/25/2014,,126700000,336700000,463400000,"$463,400,000 ",Uni.,en,16.73
1153,Penguins of Madagascar,2014,,,6.4,2273,,,,,,,,,,11/26/2014,,83400000,289700000,373100000,"$373,100,000 ",Fox,en,20.899
1154,Edge of Tomorrow,2014,,,7.6,8047,,,,,,,,,,6/6/2014,,100200000,270300000,370500000,"$370,500,000 ",WB,en,19.753
1155,Gone Girl,2014,,,7.9,10459,,,,,,,,,,10/3/2014,,167800000,201600000,369400000,"$369,400,000 ",Fox,en,31.215
1156,Night at the Museum: Secret of the Tomb,2014,,,6.1,3536,,,,,,,,,,12/19/2014,,113700000,249500000,363200000,"$363,200,000 ",Fox,en,20.064
